playerId,abbrevName,playerFullName,player,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,Bats,wOBA,PA,AVG,2B,3B,HR,SLG,OBP,K%,BB%,K,BB,Swing%,Miss%,Chase%
1089111808,T. Stanley,Tyler Stanley,Stanley,LF,Elon University,ELON,730252544,Elon,BBC,R,R,R,.301,175,.191,2,3,1,.272,.362,26.3%,12.6%,46,22,42.5%,28.1%,18.2%
1089112832,M. Borucki,Mike Borucki,Borucki,C,Elon University,ELON,730252544,Elon,BBC,R,R,R,.154,16,.133,0,0,0,.133,.188,31.3%,0.0%,5,0,55.1%,37.0%,42.9%
1089113856,G. Stonehouse,Garrett Stonehouse,Stonehouse,2B,Elon University,ELON,730252544,Elon,BBC,R,R,R,.332,250,.259,10,0,2,.338,.388,14.4%,12.0%,36,30,41.6%,17.0%,17.9%
1089128448,J. Satterfield,Joe Satterfield,Satterfield,1B,Elon University,ELON,730252544,Elon,BBC,L,L,S,.397,222,.341,11,3,3,.484,.445,18.5%,14.0%,41,31,43.3%,23.1%,13.6%
1129536000,T. Cranston,Tyler Cranston,Cranston,CF,Elon University,ELON,730252544,Elon,BBC,R,R,R,.295,157,.238,7,1,0,.308,.340,21.7%,8.3%,34,13,44.0%,18.6%,13.8%
1201046016,A. Hennings,Anthony Hennings,Hennings,SS,Elon University,ELON,730252544,Elon,BBC,R,R,R,.226,19,.071,0,1,0,.214,.263,42.1%,21.1%,8,4,25.6%,34.8%,6.1%
1201046272,A. Spurlin,Adam Spurlin,Spurlin,2B,Elon University,ELON,730252544,Elon,BBC,R,R,R,.303,257,.222,8,1,10,.400,.303,32.3%,9.7%,83,25,46.0%,33.4%,23.2%
1213627392,J. Pico,Jarrett Pico,Pico,2B,Elon University,ELON,730252544,Elon,BBC,L,R,L,.268,191,.224,2,0,0,.236,.332,28.3%,12.0%,54,23,37.9%,24.9%,12.6%
1261322752,J. Roberts,Jack Roberts,Roberts,3B,Elon University,ELON,730252544,Elon,BBC,L,R,L,.238,111,.167,5,0,1,.250,.266,36.0%,9.0%,40,10,48.6%,37.9%,23.7%
1289337344,M. Oldham,Matt Oldham,Oldham,C,Elon University,ELON,730252544,Elon,BBC,L,R,L,.260,215,.190,4,0,3,.263,.302,19.5%,12.6%,42,27,39.6%,20.1%,13.3%
1326029056,A. Galason,Anthony Galason,Galason,LF,Elon University,ELON,730252544,Elon,BBC,R,R,R,.342,377,.291,21,0,7,.420,.368,14.3%,6.9%,54,26,46.6%,16.5%,22.1%
1326029568,N. Cicci,Nick Cicci,Cicci,C,Elon University,ELON,730252544,Elon,BBC,R,R,R,.304,205,.263,6,1,8,.432,.291,19.5%,1.5%,40,3,50.1%,22.1%,28.2%
1326030080,J. Sprake,Joe Sprake,Sprake,P,Elon University,ELON,730252544,Elon,BBC,R,R,R,.000,2,.000,0,0,0,.000,.000,50.0%,0.0%,1,0,75.0%,66.7%,-
1089128960,D. Mccarthy,Dean Mccarthy,Mccarthy,P,Elon University,ELON,730252544,Elon,BBC,L,L,R,.000,1,.000,0,0,0,.000,.000,100.0%,0.0%,1,0,75.0%,66.7%,100.0%
1282200576,P. Perkins,Peter Perkins,Perkins,LF,Elon University,ELON,730252544,Elon,BBC,R,R,R,.175,18,.125,0,0,0,.125,.222,55.6%,5.6%,10,1,50.7%,52.8%,25.0%
